capture_timestamp,target_pos_x,target_pos_y,target_pos_z,target_orient_x,target_orient_y,target_orient_z,target_orient_w,kinematic_pos_x,kinematic_pos_y,kinematic_pos_z,kinematic_orient_x,kinematic_orient_y,kinematic_orient_z,kinematic_orient_w,ik_solver_delay_ms,e2e_latency_at_control_ms,e2e_latency_at_eval_ms,sync_delta_ms
1767826016.7480311,0.2068960615865372,0.10512841010537682,0.4765346365567249,0.0,0.6749092308122732,0.0,0.7379007590214186,0.20933733830930026,0.10152846869707505,0.4794915506924161,-0.000344735497803256,0.6752122127714433,0.00020873380804514746,0.7376234170035041,0.123559,179.126634,179.818884,145.87974548339844
1767826016.7918584,0.20672466906220544,0.10542480861864109,0.4763307824081049,0.0,0.6749092308122732,0.0,0.7379007590214186,0.20933733830930026,0.10152846869707505,0.4794915506924161,-0.000344735497803256,0.6752122127714433,0.00020873380804514746,0.7376234170035041,0.125811,168.59505,169.046057,102.05245018005371
1767826016.8751597,0.2064706789648549,0.10585263562589929,0.4760388398726857,0.0,0.6749092308122732,0.0,0.7379007590214186,0.20899207965770786,0.10234921463371097,0.4790014297118353,-0.0003516848198523158,0.6751402146961745,0.00014174208486675274,0.7376893294110823,0.154924,118.711247,119.14957,85.26825904846191
1767826016.9086263,0.20626395649335896,0.10623314005915606,0.4757748984066382,0.0,0.6749092308122732,0.0,0.7379007590214186,0.20899207965770786,0.10234921463371097,0.4790014297118353,-0.0003516848198523158,0.6751402146961745,0.00014174208486675274,0.7376893294110823,0.12351300000000001,118.54150200000001,119.100666,51.80168151855469
1767826016.9487247,0.20606579751283113,0.10659498540744394,0.4755193642281937,0.0,0.6749092308122732,0.0,0.7379007590214186,0.20853873885385785,0.10302756174895017,0.4785823619200047,-0.0003528428837474285,0.6751661399234837,0.00012102165925709235,0.7376656046993653,0.117644,111.743015,112.275856,78.3998966217041
1767826016.9890592,0.20589396278651687,0.1069306266479421,0.4752786128623151,0.0,0.6749092308122732,0.0,0.7379007590214186,0.20853873885385785,0.10302756174895017,0.4785823619200047,-0.0003528428837474285,0.6751661399234837,0.00012102165925709235,0.7376656046993653,0.12608899999999998,105.008224,105.28447,38.065433502197266
1767826016.9890592,0.2057797296042572,0.10715667975808614,0.4751122294364423,0.0,0.6749092308122732,0.0,0.7379007590214186,0.20805630239739364,0.10386337727424946,0.47788948163079675,-0.0003308613363365021,0.6751606635565578,0.0001226442671809769,0.7376706269569289,0.15143,138.0941,138.533328,104.8276424407959
1767826017.0393307,0.2056546416527662,0.10741214060614643,0.4749314010672063,0.0,0.6749092308122732,0.0,0.7379007590214186,0.20805630239739364,0.10386337727424946,0.47788948163079675,-0.0003308613363365021,0.6751606635565578,0.0001226442671809769,0.7376706269569289,0.052438,121.06860599999999,121.632487,54.55613136291504
1767826017.072791,0.20554682896259371,0.10763694552034278,0.47476624071793105,0.0,0.6749092308122732,0.0,0.7379007590214186,0.20801906039800044,0.1045086161743142,0.47739508314852575,-0.0009915350064852997,0.6753176123285904,0.0015182279238249437,0.737524802512508,0.023074,121.006336,121.220487,87.5706672668457
1767826017.110343,0.20545459617799494,0.10784703220798905,0.47461206956484037,0.0,0.6749092308122732,0.0,0.7379007590214186,0.20801906039800044,0.1045086161743142,0.47739508314852575,-0.0009915350064852997,0.6753176123285904,0.0015182279238249437,0.737524802512508,0.08983999999999999,116.744556,117.027451,50.0187873840332
