capture_timestamp,target_pos_x,target_pos_y,target_pos_z,target_orient_x,target_orient_y,target_orient_z,target_orient_w,kinematic_pos_x,kinematic_pos_y,kinematic_pos_z,kinematic_orient_x,kinematic_orient_y,kinematic_orient_z,kinematic_orient_w,ik_solver_delay_ms,e2e_latency_at_control_ms,e2e_latency_at_eval_ms,sync_delta_ms
1767826880.3077257,0.2072980125059836,0.08413050236524847,0.3424056250018134,-5e-324,0.6661866497533071,5e-324,0.7457850546172566,0.20855744934820586,0.08296897210249586,0.34086964173930345,-0.0006485926949133803,0.6661884144038702,0.00017408576389230107,0.745783175953789,0.022466,25.647742,26.340146,-7.710933685302734
1767826880.361221,0.2073703686791963,0.08410933143206285,0.34233081298062423,-5e-324,0.6661866497533071,5e-324,0.7457850546172566,0.20855744934820586,0.08296897210249586,0.34086964173930345,-0.0006485926949133803,0.6661884144038702,0.00017408576389230107,0.745783175953789,0.037348,5.5294799999999995,6.044832,-61.20634078979492
1767826880.3866935,0.2072819070806405,0.0841065741548016,0.3423534320090754,-5e-324,0.6661866497533071,5e-324,0.7457850546172566,0.20855744934820586,0.08296897210249586,0.34086964173930345,-0.0006485926949133803,0.6661884144038702,0.00017408576389230107,0.745783175953789,0.023169000000000002,13.348592,13.708969,-19.969940185546875
1767826880.3866935,0.2072819070806405,0.0841065741548016,0.3423534320090754,-5e-324,0.6661866497533071,5e-324,0.7457850546172566,0.20855744934820586,0.08296897210249586,0.34086964173930345,-0.0006485926949133803,0.6661884144038702,0.00017408576389230107,0.745783175953789,0.021276,46.681946,47.021096,-19.969940185546875
1767826880.4583795,0.20701896314414894,0.0840542430029245,0.3425293728848996,-5e-324,0.6661866497533071,5e-324,0.7457850546172566,0.20855744934820586,0.08296897210249586,0.34086964173930345,-0.0006485926949133803,0.6661884144038702,0.00017408576389230107,0.745783175953789,0.047652,8.380603,8.846393,-25.030136108398438
1767826880.4911182,0.20692986988781203,0.08406714349307966,0.34257708657090274,-5e-324,0.6661866497533071,5e-324,0.7457850546172566,0.20855744934820586,0.08296897210249586,0.34086964173930345,-0.0006485926949133803,0.6661884144038702,0.00017408576389230107,0.745783175953789,0.022302000000000002,8.924144,9.173904,-57.768821716308594
1767826880.5264535,0.2067721450248748,0.08413051457811602,0.3426360846861161,-5e-324,0.6661866497533071,5e-324,0.7457850546172566,0.20856401053900822,0.08305049918770552,0.34080937893679386,-0.0009828775625595199,0.6664364273826755,0.00047242331913729957,0.7455610632438636,0.034214999999999995,6.9512849999999995,7.563104,-26.437044143676758
1767826880.5602386,0.20672305005815575,0.08415017771697404,0.3426820180981276,-5e-324,0.6661866497533071,5e-324,0.7457850546172566,0.20856401053900822,0.08305049918770552,0.34080937893679386,-0.0009828775625595199,0.6664364273826755,0.00047242331913729957,0.7455610632438636,0.01876,6.573407,7.047137,-60.22214889526367
1767826880.5602386,0.20672305005815575,0.08415017771697404,0.3426820180981276,-5e-324,0.6661866497533071,5e-324,0.7457850546172566,0.20856401053900822,0.08305049918770552,0.34080937893679386,-0.0009828775625595199,0.6664364273826755,0.00047242331913729957,0.7455610632438636,0.022269999999999998,39.803371999999996,40.170702,6.547451019287109
1767826880.6283033,0.2066905338965971,0.08418233035919474,0.3426771056148276,-5e-324,0.6661866497533071,5e-324,0.7457850546172566,0.20856401053900822,0.08305049918770552,0.34080937893679386,-0.0009828775625595199,0.6664364273826755,0.00047242331913729957,0.7455610632438636,0.021616,5.1854070000000005,5.629479,-61.51723861694336
1767826880.6283033,0.2066905338965971,0.08418233035919474,0.3426771056148276,-5e-324,0.6661866497533071,5e-324,0.7457850546172566,0.20856401053900822,0.08305049918770552,0.34080937893679386,-0.0009828775625595199,0.6664364273826755,0.00047242331913729957,0.7455610632438636,0.026601000000000003,38.529233000000005,39.042504,5.160808563232422
1767826880.6988945,0.2066449121332816,0.08425748304081775,0.3425830857779461,-5e-324,0.6661866497533071,5e-324,0.7457850546172566,0.20856401053900822,0.08305049918770552,0.34080937893679386,-0.0009828775625595199,0.6664364273826755,0.00047242331913729957,0.7455610632438636,0.021803,1.1463249999999998,1.505201,-65.4304027557373
1767826880.6988945,0.2066449121332816,0.08425748304081775,0.3425830857779461,-5e-324,0.6661866497533071,5e-324,0.7457850546172566,0.20856401053900822,0.08305049918770552,0.34080937893679386,-0.0009828775625595199,0.6664364273826755,0.00047242331913729957,0.7455610632438636,0.07138,34.543759,34.776143,1.1219978332519531
1767826880.7343802,0.2067133817775254,0.08421515586366024,0.34250444679442515,-5e-324,0.6661866497533071,5e-324,0.7457850546172566,0.20856401053900822,0.08305049918770552,0.34080937893679386,-0.0009828775625595199,0.6664364273826755,0.00047242331913729957,0.7455610632438636,0.031743,32.366804,32.847591,-34.363746643066406
1767826880.7790256,0.20680155930893668,0.08416068292503429,0.3423565715780048,-5e-324,0.6661866497533071,5e-324,0.7457850546172566,0.20856401053900822,0.08305049918770552,0.34080937893679386,-0.0009828775625595199,0.6664364273826755,0.00047242331913729957,0.7455610632438636,0.032437999999999995,21.049747,21.400383,-12.303590774536133
1767826880.8041582,0.20682849537406006,0.08414403542672849,0.34231091832229926,-5e-324,0.6661866497533071,5e-324,0.7457850546172566,0.20856401053900822,0.08305049918770552,0.34080937893679386,-0.0009828775625595199,0.6664364273826755,0.00047242331913729957,0.7455610632438636,0.022813,29.33507,29.668077,-37.43624687194824
1767826880.849814,0.20720933676607403,0.08406716166027658,0.34210105442445465,-5e-324,0.6661866497533071,5e-324,0.7457850546172566,0.20856401053900822,0.08305049918770552,0.34080937893679386,-0.0009828775625595199,0.6664364273826755,0.00047242331913729957,0.7455610632438636,0.024026,17.002674,17.293994,-16.351938247680664
1767826880.8723862,0.2073500449813197,0.08401988142134875,0.342012679072372,-5e-324,0.6661866497533071,5e-324,0.7457850546172566,0.20856401053900822,0.08305049918770552,0.34080937893679386,-0.0009828775625595199,0.6664364273826755,0.00047242331913729957,0.7455610632438636,0.024201,27.683000999999997,28.012933,-38.924217224121094
1767826880.9274375,0.20769085008465243,0.08398331936423373,0.34179756963016833,-5e-324,0.6661866497533071,5e-324,0.7457850546172566,0.20856401053900822,0.08305049918770552,0.34080937893679386,-0.0009828775625595199,0.6664364273826755,0.00047242331913729957,0.7455610632438636,0.029355,5.99579,6.588984,-27.406692504882812
